substance_name,small_molecule_retrieved,inorganic_retrieved,polymer_retrieved
water,1,0,0
h+,1,0,0
hafnium dioxide,1,1,0
water,1,0,0
h+,1,0,0
hafnium dioxide,1,1,0
water,1,0,0
h+,1,0,0
hafnium dioxide,1,1,0
water,1,0,0
pyridine,1,0,0
zn-tcpp,1,0,0
nitrogen,1,0,0
pyridine,1,0,0
zn-tcpp,1,0,0
nitrogen,1,0,0
pyridine,1,0,0
zn-tcpp,1,0,0
nitrogen,1,0,0
pyridine,1,0,0
zn-tcpp,1,0,0
nitrogen,1,0,0
pyridine,1,0,0
zn-tcpp,1,0,0
nitrogen,1,0,0
pyridine,1,0,0
zn-tcpp,1,0,0
nitrogen,1,0,0
pyridine,1,0,0
zn-tcpp,1,0,0
nitrogen,1,0,0
pyridine,1,0,0
zn-tcpp,1,0,0
nitrogen,1,0,0
pyridine,1,0,0
zn-tcpp,1,0,0
nitrogen,1,0,0
hg2+,1,0,0
polyisoindigo,0,0,1
water,1,0,0
sodium chloride,1,0,0
magnesium chloride,1,0,0
calcium sulfate,1,0,0
potassium chloride,1,0,0
hg2+,1,0,0
polyisoindigo,0,0,1
water,1,0,0
sodium chloride,1,0,0
magnesium chloride,1,0,0
calcium sulfate,1,0,0
potassium chloride,1,0,0
hg2+,1,0,0
polyisoindigo,0,0,1
water,1,0,0
sodium chloride,1,0,0
magnesium chloride,1,0,0
calcium sulfate,1,0,0
potassium chloride,1,0,0
hg2+,1,0,0
polyisoindigo,0,0,1
water,1,0,0
sodium chloride,1,0,0
magnesium chloride,1,0,0
calcium sulfate,1,0,0
potassium chloride,1,0,0
hg2+,1,0,0
polyisoindigo,0,0,1
water,1,0,0
sodium chloride,1,0,0
magnesium chloride,1,0,0
calcium sulfate,1,0,0
potassium chloride,1,0,0
hg2+,1,0,0
polyisoindigo,0,0,1
water,1,0,0
sodium chloride,1,0,0
magnesium chloride,1,0,0
calcium sulfate,1,0,0
potassium chloride,1,0,0
hg2+,1,0,0
polyisoindigo,0,0,1
water,1,0,0
sodium chloride,1,0,0
magnesium chloride,1,0,0
calcium sulfate,1,0,0
potassium chloride,1,0,0
hg2+,1,0,0
polyisoindigo,0,0,1
water,1,0,0
sodium chloride,1,0,0
magnesium chloride,1,0,0
calcium sulfate,1,0,0
potassium chloride,1,0,0
hg2+,1,0,0
polyisoindigo,0,0,1
water,1,0,0
sodium chloride,1,0,0
magnesium chloride,1,0,0
calcium sulfate,1,0,0
potassium chloride,1,0,0
nitrogen dioxide,1,0,0
phosphorus,1,1,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
phosphorus,1,1,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
phosphorus,1,1,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
phosphorus,1,1,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
phosphorus,1,1,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
phosphorus,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
phosphorus,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
phosphorus,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
phosphorus,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
phosphorus,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
hydroxyl radical,1,0,0
cysteamine,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
hydroxyl radical,1,0,0
cysteamine,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
hydroxyl radical,1,0,0
cysteamine,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
hydroxyl radical,1,0,0
cysteamine,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
hydroxyl radical,1,0,0
cysteamine,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
hydroxyl radical,1,0,0
cysteamine,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
hydroxyl radical,1,0,0
cysteamine,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
hydroxyl radical,1,0,0
cysteamine,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
hydroxyl radical,1,0,0
cysteamine,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
k+,1,0,0
polyvinyl chloride,0,0,1
water,1,0,0
k+,1,0,0
polyvinyl chloride,0,0,1
water,1,0,0
k+,1,0,0
polyvinyl chloride,0,0,1
water,1,0,0
k+,1,0,0
polyvinyl chloride,0,0,1
water,1,0,0
k+,1,0,0
polyvinyl chloride,0,0,1
water,1,0,0
k+,1,0,0
polyvinyl chloride,0,0,1
water,1,0,0
k+,1,0,0
polyvinyl chloride,0,0,1
water,1,0,0
k+,1,0,0
polyvinyl chloride,0,0,1
water,1,0,0
k+,1,0,0
polyvinyl chloride,0,0,1
water,1,0,0
pb2+,1,0,0
l-cysteine,1,0,0
gold,1,1,0
water,1,0,0
pb2+,1,0,0
l-cysteine,1,0,0
gold,1,1,0
water,1,0,0
pb2+,1,0,0
l-cysteine,1,0,0
gold,1,1,0
water,1,0,0
pb2+,1,0,0
l-cysteine,1,0,0
gold,1,1,0
water,1,0,0
pb2+,1,0,0
l-cysteine,1,0,0
gold,1,1,0
water,1,0,0
pb2+,1,0,0
l-cysteine,1,0,0
gold,1,1,0
water,1,0,0
pb2+,1,0,0
l-cysteine,1,0,0
gold,1,1,0
water,1,0,0
pb2+,1,0,0
l-cysteine,1,0,0
gold,1,1,0
water,1,0,0
pb2+,1,0,0
l-cysteine,1,0,0
gold,1,1,0
water,1,0,0
na+,1,0,0
silicon dioxide,1,1,0
water,1,0,0
na+,1,0,0
silicon dioxide,1,1,0
water,1,0,0
na+,1,0,0
silicon dioxide,1,1,0
water,1,0,0
na+,1,0,0
silicon dioxide,1,1,0
water,1,0,0
na+,1,0,0
silicon dioxide,1,1,0
water,1,0,0
na+,1,0,0
silicon dioxide,1,1,0
water,1,0,0
na+,1,0,0
silicon dioxide,1,1,0
water,1,0,0
na+,1,0,0
silicon dioxide,1,1,0
water,1,0,0
na+,1,0,0
silicon dioxide,1,1,0
water,1,0,0
h+,1,0,0
cerium oxide,1,1,0
yttrium oxide,1,1,0
water,1,0,0
h+,1,0,0
cerium oxide,1,1,0
yttrium oxide,1,1,0
water,1,0,0
h+,1,0,0
cerium oxide,1,1,0
yttrium oxide,1,1,0
water,1,0,0
h+,1,0,0
cerium oxide,1,1,0
yttrium oxide,1,1,0
water,1,0,0
h+,1,0,0
cerium oxide,1,1,0
yttrium oxide,1,1,0
water,1,0,0
lead,1,0,0
polyvinyl chloride,0,0,1
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
lead,1,0,0
polyvinyl chloride,0,0,1
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
lead,1,0,0
polyvinyl chloride,0,0,1
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
lead,1,0,0
polyvinyl chloride,0,0,1
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
lead,1,0,0
polyvinyl chloride,0,0,1
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
lead,1,0,0
polyvinyl chloride,0,0,1
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
lead,1,0,0
polyvinyl chloride,0,0,1
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
lead,1,0,0
polyvinyl chloride,0,0,1
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
lead,1,0,0
polyvinyl chloride,0,0,1
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
potassium chloride,1,0,0
carbon nanotube,1,1,0
water,1,0,0
potassium chloride,1,0,0
carbon nanotube,1,1,0
water,1,0,0
potassium chloride,1,0,0
carbon nanotube,1,1,0
water,1,0,0
potassium chloride,1,0,0
carbon nanotube,1,1,0
water,1,0,0
potassium chloride,1,0,0
carbon nanotube,1,1,0
water,1,0,0
potassium chloride,1,0,0
carbon nanotube,1,1,0
water,1,0,0
potassium chloride,1,0,0
carbon nanotube,1,1,0
water,1,0,0
potassium chloride,1,0,0
carbon nanotube,1,1,0
water,1,0,0
potassium chloride,1,0,0
carbon nanotube,1,1,0
water,1,0,0
nitrogen dioxide,1,0,0
tetraphenylporphyrin,1,0,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
tetraphenylporphyrin,1,0,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
tetraphenylporphyrin,1,0,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
tetraphenylporphyrin,1,0,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
tetraphenylporphyrin,1,0,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
tetraphenylporphyrin,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
tetraphenylporphyrin,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
tetraphenylporphyrin,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
tetraphenylporphyrin,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
tetraphenylporphyrin,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
ammonia,1,0,0
curcumin,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
oxygen,1,0,0
argon,1,0,0
ammonia,1,0,0
curcumin,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
oxygen,1,0,0
argon,1,0,0
ammonia,1,0,0
curcumin,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
oxygen,1,0,0
argon,1,0,0
ammonia,1,0,0
curcumin,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
oxygen,1,0,0
argon,1,0,0
ammonia,1,0,0
curcumin,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
oxygen,1,0,0
argon,1,0,0
ammonia,1,0,0
curcumin,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
ammonia,1,0,0
curcumin,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
ammonia,1,0,0
curcumin,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
ammonia,1,0,0
curcumin,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
ammonia,1,0,0
curcumin,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
h+,1,0,0
hafnium oxide,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
h+,1,0,0
hafnium oxide,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
h+,1,0,0
hafnium oxide,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
h+,1,0,0
hafnium oxide,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
h+,1,0,0
hafnium oxide,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
h+,1,0,0
silicon dioxide,1,1,0
water,1,0,0
h+,1,0,0
silicon dioxide,1,1,0
water,1,0,0
h+,1,0,0
silicon dioxide,1,1,0
water,1,0,0
h+,1,0,0
silicon dioxide,1,1,0
water,1,0,0
h+,1,0,0
silicon dioxide,1,1,0
water,1,0,0
poly(allylamine hydrochloride),0,0,1
(3-aminopropyl)triethoxysilane,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
poly(allylamine hydrochloride),0,0,1
(3-aminopropyl)triethoxysilane,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
poly(allylamine hydrochloride),0,0,1
(3-aminopropyl)triethoxysilane,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
poly(allylamine hydrochloride),0,0,1
(3-aminopropyl)triethoxysilane,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
poly(allylamine hydrochloride),0,0,1
(3-aminopropyl)triethoxysilane,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
poly(allylamine hydrochloride),0,0,1
(3-aminopropyl)triethoxysilane,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
poly(allylamine hydrochloride),0,0,1
(3-aminopropyl)triethoxysilane,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
poly(allylamine hydrochloride),0,0,1
(3-aminopropyl)triethoxysilane,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
poly(allylamine hydrochloride),0,0,1
(3-aminopropyl)triethoxysilane,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
nitrogen monoxide,1,0,0
indium oxide,1,1,0
oxygen,1,0,0
argon,1,0,0
nitrogen monoxide,1,0,0
indium oxide,1,1,0
oxygen,1,0,0
argon,1,0,0
nitrogen monoxide,1,0,0
indium oxide,1,1,0
oxygen,1,0,0
argon,1,0,0
nitrogen monoxide,1,0,0
indium oxide,1,1,0
oxygen,1,0,0
argon,1,0,0
nitrogen monoxide,1,0,0
indium oxide,1,1,0
oxygen,1,0,0
argon,1,0,0
nitrogen monoxide,1,0,0
indium oxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen monoxide,1,0,0
indium oxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen monoxide,1,0,0
indium oxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen monoxide,1,0,0
indium oxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen monoxide,1,0,0
indium oxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
tetraethyl pyrophosphate,1,0,0
"2,2'-dipicolylamine",1,0,0
tris buffer,1,0,0
tetraethyl pyrophosphate,1,0,0
"2,2'-dipicolylamine",1,0,0
tris buffer,1,0,0
tetraethyl pyrophosphate,1,0,0
"2,2'-dipicolylamine",1,0,0
tris buffer,1,0,0
tetraethyl pyrophosphate,1,0,0
"2,2'-dipicolylamine",1,0,0
tris buffer,1,0,0
tetraethyl pyrophosphate,1,0,0
"2,2'-dipicolylamine",1,0,0
tris buffer,1,0,0
tetraethyl pyrophosphate,1,0,0
"2,2'-dipicolylamine",1,0,0
tris buffer,1,0,0
tetraethyl pyrophosphate,1,0,0
"2,2'-dipicolylamine",1,0,0
tris buffer,1,0,0
tetraethyl pyrophosphate,1,0,0
"2,2'-dipicolylamine",1,0,0
tris buffer,1,0,0
tetraethyl pyrophosphate,1,0,0
"2,2'-dipicolylamine",1,0,0
tris buffer,1,0,0
ammonia,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
oxygen,1,0,0
argon,1,0,0
ammonia,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
oxygen,1,0,0
argon,1,0,0
ammonia,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
oxygen,1,0,0
argon,1,0,0
ammonia,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
oxygen,1,0,0
argon,1,0,0
ammonia,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
oxygen,1,0,0
argon,1,0,0
ammonia,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
ammonia,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
ammonia,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
ammonia,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
ammonia,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
ethanol,1,0,0
platinum,1,1,0
oxygen,1,0,0
argon,1,0,0
ethanol,1,0,0
platinum,1,1,0
oxygen,1,0,0
argon,1,0,0
ethanol,1,0,0
platinum,1,1,0
oxygen,1,0,0
argon,1,0,0
ethanol,1,0,0
platinum,1,1,0
oxygen,1,0,0
argon,1,0,0
ethanol,1,0,0
platinum,1,1,0
oxygen,1,0,0
argon,1,0,0
ethanol,1,0,0
platinum,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
ethanol,1,0,0
platinum,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
ethanol,1,0,0
platinum,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
ethanol,1,0,0
platinum,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
ethanol,1,0,0
platinum,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
tetraethyl pyrophosphate,1,0,0
"2,2'-dipicolylamine",1,0,0
tris buffer,1,0,0
tetraethyl pyrophosphate,1,0,0
"2,2'-dipicolylamine",1,0,0
tris buffer,1,0,0
tetraethyl pyrophosphate,1,0,0
"2,2'-dipicolylamine",1,0,0
tris buffer,1,0,0
tetraethyl pyrophosphate,1,0,0
"2,2'-dipicolylamine",1,0,0
tris buffer,1,0,0
tetraethyl pyrophosphate,1,0,0
"2,2'-dipicolylamine",1,0,0
tris buffer,1,0,0
tetraethyl pyrophosphate,1,0,0
"2,2'-dipicolylamine",1,0,0
tris buffer,1,0,0
tetraethyl pyrophosphate,1,0,0
"2,2'-dipicolylamine",1,0,0
tris buffer,1,0,0
tetraethyl pyrophosphate,1,0,0
"2,2'-dipicolylamine",1,0,0
tris buffer,1,0,0
tetraethyl pyrophosphate,1,0,0
"2,2'-dipicolylamine",1,0,0
tris buffer,1,0,0
p-xylene,1,0,0
zinc oxide,1,1,0
oxygen,1,0,0
argon,1,0,0
p-xylene,1,0,0
zinc oxide,1,1,0
oxygen,1,0,0
argon,1,0,0
p-xylene,1,0,0
zinc oxide,1,1,0
oxygen,1,0,0
argon,1,0,0
p-xylene,1,0,0
zinc oxide,1,1,0
oxygen,1,0,0
argon,1,0,0
p-xylene,1,0,0
zinc oxide,1,1,0
oxygen,1,0,0
argon,1,0,0
p-xylene,1,0,0
zinc oxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
p-xylene,1,0,0
zinc oxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
p-xylene,1,0,0
zinc oxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
p-xylene,1,0,0
zinc oxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
p-xylene,1,0,0
zinc oxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
lanthanum cation (3+),1,0,0
"3,3'-me2-salophen",1,0,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
lanthanum cation (3+),1,0,0
"3,3'-me2-salophen",1,0,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
lanthanum cation (3+),1,0,0
"3,3'-me2-salophen",1,0,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
lanthanum cation (3+),1,0,0
"3,3'-me2-salophen",1,0,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
lanthanum cation (3+),1,0,0
"3,3'-me2-salophen",1,0,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
lanthanum cation (3+),1,0,0
"3,3'-me2-salophen",1,0,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
lanthanum cation (3+),1,0,0
"3,3'-me2-salophen",1,0,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
lanthanum cation (3+),1,0,0
"3,3'-me2-salophen",1,0,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
lanthanum cation (3+),1,0,0
"3,3'-me2-salophen",1,0,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
lanthanum cation (3+),1,0,0
"3,3'-me2-salophen",1,0,0
oxygen,1,0,0
nitrogen,1,0,0
sulfur dioxide,1,0,0
graphene,1,1,0
benzoic acid,1,0,0
ethylene oxide,1,0,0
phenol,1,0,0
oxygen,1,0,0
argon,1,0,0
sulfur dioxide,1,0,0
graphene,1,1,0
benzoic acid,1,0,0
ethylene oxide,1,0,0
phenol,1,0,0
oxygen,1,0,0
argon,1,0,0
sulfur dioxide,1,0,0
graphene,1,1,0
benzoic acid,1,0,0
ethylene oxide,1,0,0
phenol,1,0,0
oxygen,1,0,0
argon,1,0,0
sulfur dioxide,1,0,0
graphene,1,1,0
benzoic acid,1,0,0
ethylene oxide,1,0,0
phenol,1,0,0
oxygen,1,0,0
argon,1,0,0
sulfur dioxide,1,0,0
graphene,1,1,0
benzoic acid,1,0,0
ethylene oxide,1,0,0
phenol,1,0,0
oxygen,1,0,0
argon,1,0,0
sulfur dioxide,1,0,0
graphene,1,1,0
benzoic acid,1,0,0
ethylene oxide,1,0,0
phenol,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
sulfur dioxide,1,0,0
graphene,1,1,0
benzoic acid,1,0,0
ethylene oxide,1,0,0
phenol,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
sulfur dioxide,1,0,0
graphene,1,1,0
benzoic acid,1,0,0
ethylene oxide,1,0,0
phenol,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
sulfur dioxide,1,0,0
graphene,1,1,0
benzoic acid,1,0,0
ethylene oxide,1,0,0
phenol,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
sulfur dioxide,1,0,0
graphene,1,1,0
benzoic acid,1,0,0
ethylene oxide,1,0,0
phenol,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
hydrazine,1,0,0
zinc oxide,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
hydrazine,1,0,0
zinc oxide,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
hydrazine,1,0,0
zinc oxide,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
hydrazine,1,0,0
zinc oxide,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
hydrazine,1,0,0
zinc oxide,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
hydrazine,1,0,0
zinc oxide,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
hydrazine,1,0,0
zinc oxide,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
