substance_name,small_molecule_retrieved,inorganic_retrieved,polymer_retrieved
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
titanium dioxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
titanium dioxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
titanium dioxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
titanium dioxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
titanium dioxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
sulfur dioxide,1,0,0
platinum,1,1,0
silicon dioxide,1,1,0
oxygen,1,0,0
argon,1,0,0
sulfur dioxide,1,0,0
platinum,1,1,0
silicon dioxide,1,1,0
oxygen,1,0,0
argon,1,0,0
sulfur dioxide,1,0,0
platinum,1,1,0
silicon dioxide,1,1,0
oxygen,1,0,0
argon,1,0,0
sulfur dioxide,1,0,0
platinum,1,1,0
silicon dioxide,1,1,0
oxygen,1,0,0
argon,1,0,0
sulfur dioxide,1,0,0
platinum,1,1,0
silicon dioxide,1,1,0
oxygen,1,0,0
argon,1,0,0
sulfur dioxide,1,0,0
platinum,1,1,0
silicon dioxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
sulfur dioxide,1,0,0
platinum,1,1,0
silicon dioxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
sulfur dioxide,1,0,0
platinum,1,1,0
silicon dioxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
sulfur dioxide,1,0,0
platinum,1,1,0
silicon dioxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
sulfur dioxide,1,0,0
platinum,1,1,0
silicon dioxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
h+,1,0,0
poly(propylene imine) dendrimer,0,0,1
nickel(ii) phthalocyanine-tetrasulfonic acid tetrasodium salt,1,0,0
water,1,0,0
h+,1,0,0
poly(propylene imine) dendrimer,0,0,1
nickel(ii) phthalocyanine-tetrasulfonic acid tetrasodium salt,1,0,0
water,1,0,0
h+,1,0,0
poly(propylene imine) dendrimer,0,0,1
nickel(ii) phthalocyanine-tetrasulfonic acid tetrasodium salt,1,0,0
water,1,0,0
h+,1,0,0
poly(propylene imine) dendrimer,0,0,1
nickel(ii) phthalocyanine-tetrasulfonic acid tetrasodium salt,1,0,0
water,1,0,0
h+,1,0,0
poly(propylene imine) dendrimer,0,0,1
nickel(ii) phthalocyanine-tetrasulfonic acid tetrasodium salt,1,0,0
water,1,0,0
nitrogen dioxide,1,0,0
graphene,1,1,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
graphene,1,1,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
graphene,1,1,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
graphene,1,1,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
graphene,1,1,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
graphene,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
graphene,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
graphene,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
graphene,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
graphene,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
h+,1,0,0
ethyl undecylenate,1,0,0
potassium chloride,1,0,0
water,1,0,0
h+,1,0,0
ethyl undecylenate,1,0,0
potassium chloride,1,0,0
water,1,0,0
h+,1,0,0
ethyl undecylenate,1,0,0
potassium chloride,1,0,0
water,1,0,0
h+,1,0,0
ethyl undecylenate,1,0,0
potassium chloride,1,0,0
water,1,0,0
h+,1,0,0
ethyl undecylenate,1,0,0
potassium chloride,1,0,0
water,1,0,0
water,1,0,0
"5,9,14,18,23,27,32,36-octabutoxy-2,3-naphthalocyanine",1,0,0
oxygen,1,0,0
argon,1,0,0
water,1,0,0
"5,9,14,18,23,27,32,36-octabutoxy-2,3-naphthalocyanine",1,0,0
oxygen,1,0,0
argon,1,0,0
water,1,0,0
"5,9,14,18,23,27,32,36-octabutoxy-2,3-naphthalocyanine",1,0,0
oxygen,1,0,0
argon,1,0,0
water,1,0,0
"5,9,14,18,23,27,32,36-octabutoxy-2,3-naphthalocyanine",1,0,0
oxygen,1,0,0
argon,1,0,0
water,1,0,0
"5,9,14,18,23,27,32,36-octabutoxy-2,3-naphthalocyanine",1,0,0
oxygen,1,0,0
argon,1,0,0
water,1,0,0
"5,9,14,18,23,27,32,36-octabutoxy-2,3-naphthalocyanine",1,0,0
oxygen,1,0,0
nitrogen,1,0,0
water,1,0,0
"5,9,14,18,23,27,32,36-octabutoxy-2,3-naphthalocyanine",1,0,0
oxygen,1,0,0
nitrogen,1,0,0
water,1,0,0
"5,9,14,18,23,27,32,36-octabutoxy-2,3-naphthalocyanine",1,0,0
oxygen,1,0,0
nitrogen,1,0,0
water,1,0,0
"5,9,14,18,23,27,32,36-octabutoxy-2,3-naphthalocyanine",1,0,0
oxygen,1,0,0
nitrogen,1,0,0
water,1,0,0
"5,9,14,18,23,27,32,36-octabutoxy-2,3-naphthalocyanine",1,0,0
oxygen,1,0,0
nitrogen,1,0,0
h+,1,0,0
aluminum oxide,1,1,0
water,1,0,0
h+,1,0,0
aluminum oxide,1,1,0
water,1,0,0
h+,1,0,0
aluminum oxide,1,1,0
water,1,0,0
h+,1,0,0
aluminum oxide,1,1,0
water,1,0,0
h+,1,0,0
aluminum oxide,1,1,0
water,1,0,0
sodium fluoride,1,0,0
graphene,1,1,0
water,1,0,0
sodium fluoride,1,0,0
graphene,1,1,0
water,1,0,0
sodium fluoride,1,0,0
graphene,1,1,0
water,1,0,0
sodium fluoride,1,0,0
graphene,1,1,0
water,1,0,0
sodium fluoride,1,0,0
graphene,1,1,0
water,1,0,0
sodium fluoride,1,0,0
graphene,1,1,0
water,1,0,0
sodium fluoride,1,0,0
graphene,1,1,0
water,1,0,0
sodium fluoride,1,0,0
graphene,1,1,0
water,1,0,0
sodium fluoride,1,0,0
graphene,1,1,0
water,1,0,0
h+,1,0,0
alumina,1,1,0
water,1,0,0
h+,1,0,0
alumina,1,1,0
water,1,0,0
h+,1,0,0
alumina,1,1,0
water,1,0,0
h+,1,0,0
alumina,1,1,0
water,1,0,0
h+,1,0,0
alumina,1,1,0
water,1,0,0
ethanol,1,0,0
graphene,1,1,0
oxygen,1,0,0
argon,1,0,0
ethanol,1,0,0
graphene,1,1,0
oxygen,1,0,0
argon,1,0,0
ethanol,1,0,0
graphene,1,1,0
oxygen,1,0,0
argon,1,0,0
ethanol,1,0,0
graphene,1,1,0
oxygen,1,0,0
argon,1,0,0
ethanol,1,0,0
graphene,1,1,0
oxygen,1,0,0
argon,1,0,0
ethanol,1,0,0
graphene,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
ethanol,1,0,0
graphene,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
ethanol,1,0,0
graphene,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
ethanol,1,0,0
graphene,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
ethanol,1,0,0
graphene,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
sodium chloride,1,0,0
polydimethylsiloxane,0,0,1
water,1,0,0
sodium chloride,1,0,0
polydimethylsiloxane,0,0,1
water,1,0,0
sodium chloride,1,0,0
polydimethylsiloxane,0,0,1
water,1,0,0
sodium chloride,1,0,0
polydimethylsiloxane,0,0,1
water,1,0,0
sodium chloride,1,0,0
polydimethylsiloxane,0,0,1
water,1,0,0
sodium chloride,1,0,0
polydimethylsiloxane,0,0,1
water,1,0,0
sodium chloride,1,0,0
polydimethylsiloxane,0,0,1
water,1,0,0
sodium chloride,1,0,0
polydimethylsiloxane,0,0,1
water,1,0,0
sodium chloride,1,0,0
polydimethylsiloxane,0,0,1
water,1,0,0
ethanol,1,0,0
iron porphyrin,1,0,0
oxygen,1,0,0
argon,1,0,0
ethanol,1,0,0
iron porphyrin,1,0,0
oxygen,1,0,0
argon,1,0,0
ethanol,1,0,0
iron porphyrin,1,0,0
oxygen,1,0,0
argon,1,0,0
ethanol,1,0,0
iron porphyrin,1,0,0
oxygen,1,0,0
argon,1,0,0
ethanol,1,0,0
iron porphyrin,1,0,0
oxygen,1,0,0
argon,1,0,0
ethanol,1,0,0
iron porphyrin,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
ethanol,1,0,0
iron porphyrin,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
ethanol,1,0,0
iron porphyrin,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
ethanol,1,0,0
iron porphyrin,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
ethanol,1,0,0
iron porphyrin,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
h+,1,0,0
"8-hydroxy-1,3,6-pyrenetrisulfonic acid",1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
h+,1,0,0
"8-hydroxy-1,3,6-pyrenetrisulfonic acid",1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
h+,1,0,0
"8-hydroxy-1,3,6-pyrenetrisulfonic acid",1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
h+,1,0,0
"8-hydroxy-1,3,6-pyrenetrisulfonic acid",1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
h+,1,0,0
"8-hydroxy-1,3,6-pyrenetrisulfonic acid",1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
carbon monoxide,1,0,0
gold,1,1,0
oxygen,1,0,0
argon,1,0,0
carbon monoxide,1,0,0
gold,1,1,0
oxygen,1,0,0
argon,1,0,0
carbon monoxide,1,0,0
gold,1,1,0
oxygen,1,0,0
argon,1,0,0
carbon monoxide,1,0,0
gold,1,1,0
oxygen,1,0,0
argon,1,0,0
carbon monoxide,1,0,0
gold,1,1,0
oxygen,1,0,0
argon,1,0,0
carbon monoxide,1,0,0
gold,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
carbon monoxide,1,0,0
gold,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
carbon monoxide,1,0,0
gold,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
carbon monoxide,1,0,0
gold,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
carbon monoxide,1,0,0
gold,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
tin(iv) oxide,1,1,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
tin(iv) oxide,1,1,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
tin(iv) oxide,1,1,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
tin(iv) oxide,1,1,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
tin(iv) oxide,1,1,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
tin(iv) oxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
tin(iv) oxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
tin(iv) oxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
tin(iv) oxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
tin(iv) oxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
h+,1,0,0
silicon dioxide,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
h+,1,0,0
silicon dioxide,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
h+,1,0,0
silicon dioxide,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
h+,1,0,0
silicon dioxide,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
h+,1,0,0
silicon dioxide,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
dopamine,1,0,0
poly-l-lysine,0,0,1
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
dopamine,1,0,0
poly-l-lysine,0,0,1
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
dopamine,1,0,0
poly-l-lysine,0,0,1
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
dopamine,1,0,0
poly-l-lysine,0,0,1
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
dopamine,1,0,0
poly-l-lysine,0,0,1
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
dopamine,1,0,0
poly-l-lysine,0,0,1
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
dopamine,1,0,0
poly-l-lysine,0,0,1
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
dopamine,1,0,0
poly-l-lysine,0,0,1
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
dopamine,1,0,0
poly-l-lysine,0,0,1
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
hydrogen peroxide,1,0,0
epigallocatechin gallate,1,0,0
water,1,0,0
hydrogen peroxide,1,0,0
epigallocatechin gallate,1,0,0
water,1,0,0
hydrogen peroxide,1,0,0
epigallocatechin gallate,1,0,0
water,1,0,0
hydrogen peroxide,1,0,0
epigallocatechin gallate,1,0,0
water,1,0,0
hydrogen peroxide,1,0,0
epigallocatechin gallate,1,0,0
water,1,0,0
hydrogen peroxide,1,0,0
epigallocatechin gallate,1,0,0
water,1,0,0
hydrogen peroxide,1,0,0
epigallocatechin gallate,1,0,0
water,1,0,0
hydrogen peroxide,1,0,0
epigallocatechin gallate,1,0,0
water,1,0,0
hydrogen peroxide,1,0,0
epigallocatechin gallate,1,0,0
water,1,0,0
nitrogen monoxide,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
oxygen,1,0,0
argon,1,0,0
nitrogen monoxide,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
oxygen,1,0,0
argon,1,0,0
nitrogen monoxide,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
oxygen,1,0,0
argon,1,0,0
nitrogen monoxide,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
oxygen,1,0,0
argon,1,0,0
nitrogen monoxide,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
oxygen,1,0,0
argon,1,0,0
nitrogen monoxide,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen monoxide,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen monoxide,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen monoxide,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen monoxide,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
hg2+,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
water,1,0,0
hg2+,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
water,1,0,0
hg2+,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
water,1,0,0
hg2+,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
water,1,0,0
hg2+,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
water,1,0,0
hg2+,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
water,1,0,0
hg2+,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
water,1,0,0
hg2+,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
water,1,0,0
hg2+,1,0,0
graphene,1,1,0
phenol,1,0,0
ethylene oxide,1,0,0
benzoic acid,1,0,0
water,1,0,0
dinitrotoluene,1,0,0
"n,n'-dimethyl-1,4,5,8-naphthalenetetracarboxylic diimide",1,0,0
oxygen,1,0,0
argon,1,0,0
dinitrotoluene,1,0,0
"n,n'-dimethyl-1,4,5,8-naphthalenetetracarboxylic diimide",1,0,0
oxygen,1,0,0
argon,1,0,0
dinitrotoluene,1,0,0
"n,n'-dimethyl-1,4,5,8-naphthalenetetracarboxylic diimide",1,0,0
oxygen,1,0,0
argon,1,0,0
dinitrotoluene,1,0,0
"n,n'-dimethyl-1,4,5,8-naphthalenetetracarboxylic diimide",1,0,0
oxygen,1,0,0
argon,1,0,0
dinitrotoluene,1,0,0
"n,n'-dimethyl-1,4,5,8-naphthalenetetracarboxylic diimide",1,0,0
oxygen,1,0,0
argon,1,0,0
dinitrotoluene,1,0,0
"n,n'-dimethyl-1,4,5,8-naphthalenetetracarboxylic diimide",1,0,0
oxygen,1,0,0
nitrogen,1,0,0
dinitrotoluene,1,0,0
"n,n'-dimethyl-1,4,5,8-naphthalenetetracarboxylic diimide",1,0,0
oxygen,1,0,0
nitrogen,1,0,0
dinitrotoluene,1,0,0
"n,n'-dimethyl-1,4,5,8-naphthalenetetracarboxylic diimide",1,0,0
oxygen,1,0,0
nitrogen,1,0,0
dinitrotoluene,1,0,0
"n,n'-dimethyl-1,4,5,8-naphthalenetetracarboxylic diimide",1,0,0
oxygen,1,0,0
nitrogen,1,0,0
dinitrotoluene,1,0,0
"n,n'-dimethyl-1,4,5,8-naphthalenetetracarboxylic diimide",1,0,0
oxygen,1,0,0
nitrogen,1,0,0
"2,4,6-trinitrotoluene",1,0,0
tryptophan,1,0,0
histidine,1,0,0
water,1,0,0
"2,4,6-trinitrotoluene",1,0,0
tryptophan,1,0,0
histidine,1,0,0
water,1,0,0
"2,4,6-trinitrotoluene",1,0,0
tryptophan,1,0,0
histidine,1,0,0
water,1,0,0
"2,4,6-trinitrotoluene",1,0,0
tryptophan,1,0,0
histidine,1,0,0
water,1,0,0
"2,4,6-trinitrotoluene",1,0,0
tryptophan,1,0,0
histidine,1,0,0
water,1,0,0
"2,4,6-trinitrotoluene",1,0,0
tryptophan,1,0,0
histidine,1,0,0
water,1,0,0
"2,4,6-trinitrotoluene",1,0,0
tryptophan,1,0,0
histidine,1,0,0
water,1,0,0
"2,4,6-trinitrotoluene",1,0,0
tryptophan,1,0,0
histidine,1,0,0
water,1,0,0
"2,4,6-trinitrotoluene",1,0,0
tryptophan,1,0,0
histidine,1,0,0
water,1,0,0
ca2+,1,0,0
fluo-4-am,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
ca2+,1,0,0
fluo-4-am,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
ca2+,1,0,0
fluo-4-am,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
ca2+,1,0,0
fluo-4-am,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
ca2+,1,0,0
fluo-4-am,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
ca2+,1,0,0
fluo-4-am,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
ca2+,1,0,0
fluo-4-am,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
ca2+,1,0,0
fluo-4-am,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
ca2+,1,0,0
fluo-4-am,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
water,1,0,0
hexyltrichlorosilane,1,0,0
oxygen,1,0,0
argon,1,0,0
water,1,0,0
hexyltrichlorosilane,1,0,0
oxygen,1,0,0
argon,1,0,0
water,1,0,0
hexyltrichlorosilane,1,0,0
oxygen,1,0,0
argon,1,0,0
water,1,0,0
hexyltrichlorosilane,1,0,0
oxygen,1,0,0
argon,1,0,0
water,1,0,0
hexyltrichlorosilane,1,0,0
oxygen,1,0,0
argon,1,0,0
water,1,0,0
hexyltrichlorosilane,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
water,1,0,0
hexyltrichlorosilane,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
water,1,0,0
hexyltrichlorosilane,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
water,1,0,0
hexyltrichlorosilane,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
water,1,0,0
hexyltrichlorosilane,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
decane,1,0,0
hexyltrichlorosilane,1,0,0
oxygen,1,0,0
argon,1,0,0
decane,1,0,0
hexyltrichlorosilane,1,0,0
oxygen,1,0,0
argon,1,0,0
decane,1,0,0
hexyltrichlorosilane,1,0,0
oxygen,1,0,0
argon,1,0,0
decane,1,0,0
hexyltrichlorosilane,1,0,0
oxygen,1,0,0
argon,1,0,0
decane,1,0,0
hexyltrichlorosilane,1,0,0
oxygen,1,0,0
argon,1,0,0
decane,1,0,0
hexyltrichlorosilane,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
decane,1,0,0
hexyltrichlorosilane,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
decane,1,0,0
hexyltrichlorosilane,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
decane,1,0,0
hexyltrichlorosilane,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
decane,1,0,0
hexyltrichlorosilane,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
h+,1,0,0
silicon dioxide,1,1,0
water,1,0,0
h+,1,0,0
silicon dioxide,1,1,0
water,1,0,0
h+,1,0,0
silicon dioxide,1,1,0
water,1,0,0
h+,1,0,0
silicon dioxide,1,1,0
water,1,0,0
h+,1,0,0
silicon dioxide,1,1,0
water,1,0,0
potassium chloride,1,0,0
hafnium oxide,1,1,0
potassium chloride,1,0,0
water,1,0,0
potassium chloride,1,0,0
hafnium oxide,1,1,0
potassium chloride,1,0,0
water,1,0,0
potassium chloride,1,0,0
hafnium oxide,1,1,0
potassium chloride,1,0,0
water,1,0,0
potassium chloride,1,0,0
hafnium oxide,1,1,0
potassium chloride,1,0,0
water,1,0,0
potassium chloride,1,0,0
hafnium oxide,1,1,0
potassium chloride,1,0,0
water,1,0,0
potassium chloride,1,0,0
hafnium oxide,1,1,0
potassium chloride,1,0,0
water,1,0,0
potassium chloride,1,0,0
hafnium oxide,1,1,0
potassium chloride,1,0,0
water,1,0,0
potassium chloride,1,0,0
hafnium oxide,1,1,0
potassium chloride,1,0,0
water,1,0,0
potassium chloride,1,0,0
hafnium oxide,1,1,0
potassium chloride,1,0,0
water,1,0,0
dopamine,1,0,0
carbon nanotube,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
dopamine,1,0,0
carbon nanotube,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
dopamine,1,0,0
carbon nanotube,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
dopamine,1,0,0
carbon nanotube,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
dopamine,1,0,0
carbon nanotube,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
dopamine,1,0,0
carbon nanotube,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
dopamine,1,0,0
carbon nanotube,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
dopamine,1,0,0
carbon nanotube,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
dopamine,1,0,0
carbon nanotube,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
nitrogen dioxide,1,0,0
molybdenum disulfide,1,1,0
argon,1,0,0
nitrogen dioxide,1,0,0
molybdenum disulfide,1,1,0
argon,1,0,0
nitrogen dioxide,1,0,0
molybdenum disulfide,1,1,0
argon,1,0,0
nitrogen dioxide,1,0,0
molybdenum disulfide,1,1,0
argon,1,0,0
nitrogen dioxide,1,0,0
molybdenum disulfide,1,1,0
argon,1,0,0
h+,1,0,0
hafnium dioxide,1,1,0
water,1,0,0
h+,1,0,0
hafnium dioxide,1,1,0
